subject,subject_type,subject_role,relation,object,object_type,object_role,sentence,source_url,strategy
Carlos Alcaraz,PERSON,Player,playedAgainst,Stefanos Tsitsipas,PERSON,Player,"- ""Barcelona Open: Carlos Alcaraz beats Stefanos Tsitsipas to retain title"".",https://en.wikipedia.org/wiki/Carlos_Alcaraz,dependency
Cash,PERSON,Player,playedAgainst,Djokovic,PERSON,Player,"Pat Cash emphasized that Djokovic is one of two players who beat Rafael Nadal at the French Open, which he considers to be ""the biggest challenge in tennis"".[591]",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Cash,PERSON,Player,playedAgainst,Rafael Nadal,PERSON,Player,"Pat Cash emphasized that Djokovic is one of two players who beat Rafael Nadal at the French Open, which he considers to be ""the biggest challenge in tennis"".[591]",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Cashmore,PERSON,Player,fromCountry,Britain,GPE,Country,"Cashmore has criticised the event for being ""remote and insulated"" from the changing multicultural character of modern Britain, describing it as ""nobody's idea of all-things-British"".[66][importance?]",https://en.wikipedia.org/wiki/Wimbledon_Championships,cooccurrence
Casper Ruud,PERSON,Player,playedAgainst,Alexander Zverev,PERSON,Player,"He was unwell during the ATP Finals but did not withdraw, beating Andrey Rublev but losing to Casper Ruud and Alexander Zverev in straight sets to exit the tournament at the round robin stage.[183]",https://en.wikipedia.org/wiki/Carlos_Alcaraz,dependency
Chris Evert,PERSON,Player,won,French Open,ORG,Tournament,"On the other hand, notable players who have won multiple Grand Slam events and have won the French Open, includes Rafael Nadal, Björn Borg, Steffi Graf, Ivan Lendl, Monica Seles, Novak Djokovic, Mats Wilander, Serena Williams, Stan Wawrinka, Justine Henin and Chris Evert, showing proof of their great versatility.",https://en.wikipedia.org/wiki/French_Open,cooccurrence
Chris Evert,PERSON,Player,won,Grand Slam,ORG,Tournament,"On the other hand, notable players who have won multiple Grand Slam events and have won the French Open, includes Rafael Nadal, Björn Borg, Steffi Graf, Ivan Lendl, Monica Seles, Novak Djokovic, Mats Wilander, Serena Williams, Stan Wawrinka, Justine Henin and Chris Evert, showing proof of their great versatility.",https://en.wikipedia.org/wiki/French_Open,cooccurrence
Chris Evert,PERSON,Player,won,US Open,ORG,Tournament,"Jimmy Connors is the only individual to have won US Open singles titles on all three surfaces (grass, clay, and hardcourt), while Chris Evert is the only woman to have won US Open singles titles on two surfaces (clay and hardcourt).[6]",https://en.wikipedia.org/wiki/US_Open_(tennis),cooccurrence
Daniil Medvedev,PERSON,Player,playedAgainst,Dominic Thiem,PERSON,Player,"- ""Daniil Medvedev beats Rafael Nadal to set up ATP Finals clash with Dominic Thiem"".",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Daniil Medvedev,PERSON,Player,playedAgainst,Novak Djokovic,PERSON,Player,"Daniil Medvedev defeated Novak Djokovic in the final, 6–4, 6–4, 6–4 to win the men's singles tennis title at the 2021 US Open.[1]",https://en.wikipedia.org/wiki/2021_US_Open_%E2%80%93_Men%27s_singles,dependency
Daniil Medvedev,PERSON,Player,playedAgainst,Rafael Nadal,PERSON,Player,"- ""Daniil Medvedev beats Rafael Nadal to set up ATP Finals clash with Dominic Thiem"".",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Daniil Medvedev,PERSON,Player,won,Australian Open,ORG,Tournament,"He then won his ninth Australian Open title and 18th major overall, defeating Daniil Medvedev in the final.[240]",https://en.wikipedia.org/wiki/Novak_Djokovic,cooccurrence
Daniil Medvedev,PERSON,Player,won,Australian Open,ORG,Tournament,"He won his second Australian Open title, 21st major title and 90th ATP title beating Daniil Medvedev in a five-set final, coming back from two sets down.[349",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
David Ferrer,PERSON,Player,playedAgainst,Andy Murray,PERSON,Player,"In Miami, he defeated David Ferrer and John Isner en route to winning his fifth title, defeating Andy Murray in three sets.",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
David Ferrer,PERSON,Player,playedAgainst,Ferrer,PERSON,Player,"At US Open he first beat David Ferrer in Ferrer's last Grand Slam match, who retired due to injury.",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
David Ferrer,PERSON,Player,playedAgainst,John Isner,PERSON,Player,"In Miami, he defeated David Ferrer and John Isner en route to winning his fifth title, defeating Andy Murray in three sets.",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
David Ferrer,PERSON,Player,won,French Open,ORG,Tournament,"Nadal won the French Open beating David Ferrer in the final, breaking the record for the most match wins in the tournament with his 59th victory.[237]",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
David Goffin,PERSON,Player,playedAgainst,Auger-Aliassime,PERSON,Player,"He lost to David Goffin in the first round of the Astana Open, and lost again to Auger-Aliassime in Basel.[112]",https://en.wikipedia.org/wiki/Carlos_Alcaraz,dependency
David Nalbandian,PERSON,Player,playedAgainst,Nadal,PERSON,Player,"At Madrid and Paris, David Nalbandian beat Nadal in straight sets in the quarterfinals and final.[105]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Del Potro,PERSON,Player,playedAgainst,Murray,PERSON,Player,"At Wimbledon, Djokovic defeated Del Potro in a historic semifinal lasting 4 hours and 44 minutes,[149] but lost the final to Murray in straight sets.",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Denis Shapovalov,PERSON,Player,playedAgainst,Novak Djokovic,PERSON,Player,"He won a record-extending tenth Italian Open title,[345] saving two match points against Denis Shapovalov before beating Novak Djokovic in the final.",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Diego Schwartzman,PERSON,Player,playedAgainst,Djokovic,PERSON,Player,"At the French Open, he beat Jannik Sinner and Diego Schwartzman before losing in the semis to eventual champion Djokovic in four sets, in only his third-ever loss at the French Open and his first loss in the semi-finals.",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Diego Schwartzman,PERSON,Player,playedAgainst,John McEnroe's,PERSON,Player,"At Madrid, he beat Diego Schwartzman in straight sets, to extend his record to 50 consecutive sets won on clay and broke John McEnroe's record of 49 straight sets won on a single surface.[305]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Djokovic,PERSON,Player,fromCountry,Victoria,GPE,Country,"Djokovic received an exemption from Tennis Australia and the Department of Health (Victoria), citing a positive COVID-19 test on 16 December 2021.[257]",https://en.wikipedia.org/wiki/Novak_Djokovic,cooccurrence
Djokovic,PERSON,Player,participatedIn,Australian Open,ORG,Tournament,"The two contested the longest major final ever played at the 2012 Australian Open, where Djokovic won in five sets after 5 hours and 53 minutes.[323][324][325]",https://en.wikipedia.org/wiki/Novak_Djokovic,cooccurrence
Djokovic,PERSON,Player,participatedIn,Australian Open,ORG,Tournament,"the best ever played;[345] at the 2013 US Open semifinals, Djokovic won 6–4 in the fifth set; at the 2014 Australian Open quarterfinals, Wawrinka won 9–7 in the fifth.[346]",https://en.wikipedia.org/wiki/Novak_Djokovic,cooccurrence
Djokovic,PERSON,Player,participatedIn,Australian Open,ORG,Tournament,"The pair have played some notable matches, including the final of the 2023 ATP Finals, which Djokovic won,[379] the 2024 Australian Open semifinal, which Sinner won in four sets,[380] and the 2024 Shanghai Masters final, which Sinner won in straight sets.[381]",https://en.wikipedia.org/wiki/Novak_Djokovic,cooccurrence
Djokovic,PERSON,Player,participatedIn,US Open,ORG,Tournament,"the best ever played;[345] at the 2013 US Open semifinals, Djokovic won 6–4 in the fifth set; at the 2014 Australian Open quarterfinals, Wawrinka won 9–7 in the fifth.[346]",https://en.wikipedia.org/wiki/Novak_Djokovic,cooccurrence
Djokovic,PERSON,Player,participatedIn,Wimbledon Championships,ORG,Tournament,"In the second-longest Wimbledon semifinal to date, Djokovic beat Nadal in five sets played over two days.[204]",https://en.wikipedia.org/wiki/Novak_Djokovic,cooccurrence
Djokovic,PERSON,Player,playedAgainst,Alcaraz,PERSON,Player,"Three weeks later, on August 4, Djokovic defeated Alcaraz in the Olympics final on Court Philippe Chatrier.",https://en.wikipedia.org/wiki/Carlos_Alcaraz,dependency
Djokovic,PERSON,Player,playedAgainst,Alcaraz,PERSON,Player,"In their first quarterfinal-level meeting at the Australian Open, Djokovic prevailed in four sets to retain his unbeaten record against Alcaraz on hardcourt and deny his hopes of achieving the Career Grand Slam.[262]",https://en.wikipedia.org/wiki/Carlos_Alcaraz,dependency
Djokovic,PERSON,Player,playedAgainst,Alcaraz,PERSON,Player,"- ""Djokovic beats cramping Alcaraz, into French final"".",https://en.wikipedia.org/wiki/Carlos_Alcaraz,dependency
Djokovic,PERSON,Player,playedAgainst,Alcaraz,PERSON,Player,"At Wimbledon, Djokovic reached his 9th final but lost to Alcaraz in five sets, ending a 34-match winning streak at Wimbledon.[286]",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Djokovic,PERSON,Player,playedAgainst,Alcaraz,PERSON,Player,"Djokovic then won the Cincinnati Open, beating Alcaraz in 3 hours and 49 minutes in the longest best-of-three-set ATP final, hailed as one of the greatest matches ever.[287]",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Djokovic,PERSON,Player,playedAgainst,Alcaraz,PERSON,Player,"Three weeks later, on August 4, Djokovic defeated Alcaraz in the Olympics final held at Roland Garros.",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Djokovic,PERSON,Player,playedAgainst,Alcaraz,PERSON,Player,"- ""Djokovic beats Alcaraz in Australian Open classic, reaches SFs for 12th time"".",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Djokovic,PERSON,Player,playedAgainst,Alcaraz,PERSON,Player,"- ""Djokovic beats cramping Alcaraz, into French final"".",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Djokovic,PERSON,Player,playedAgainst,Alexander Zverev,PERSON,Player,"At the 2020 Summer Olympics, Djokovic sought a gold medal, but lost to Alexander Zverev in the semifinals and to Pablo Carreño Busta in the bronze match.[253]",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Djokovic,PERSON,Player,playedAgainst,Andy Murray,PERSON,Player,"0. Djokovic then claimed his sixth Australian Open, beating Roger Federer in the semifinals and Andy Murray in the final.[179]",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Djokovic,PERSON,Player,playedAgainst,Borna Ćorić,PERSON,Player,"Djokovic then participated at the Shanghai Rolex Masters and won his 4th title at the tournament and 2nd Masters title of the year, beating Borna Ćorić in the final.",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Djokovic,PERSON,Player,playedAgainst,Botic van de Zandschulp,PERSON,Player,"Djokovic's next tournament was the Indian Wells Open, where he suffered a second-round defeat to lucky loser Botic van de Zandschulp – the 2nd year in a row where he lost to a lucky loser at the same tournament, following Luca Nardi.",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Djokovic,PERSON,Player,playedAgainst,Camilo Ugo Carabelli,PERSON,Player,"At the 2025 Miami Open, Djokovic beat lucky loser Camilo Ugo Carabelli in the third round to claim his record 411th career main draw win at the Masters 1000 level, surpassing Nadal's previous record of 410.[309]",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Djokovic,PERSON,Player,playedAgainst,Carlos Alcaraz,PERSON,Player,"At the French Open, Djokovic defeated world No. 1 Carlos Alcaraz in the semis and beat Casper Ruud in the final to win a record-breaking 23rd major, becoming the first man to achieve a triple Career Grand Slam.[284",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Djokovic,PERSON,Player,playedAgainst,Carlos Alcaraz,PERSON,Player,"However, Djokovic's quest for a record-extending 25th major title ended in the final, where he was defeated by Carlos Alcaraz.",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Djokovic,PERSON,Player,playedAgainst,Casper Ruud,PERSON,Player,"At the French Open, Djokovic defeated world No. 1 Carlos Alcaraz in the semis and beat Casper Ruud in the final to win a record-breaking 23rd major, becoming the first man to achieve a triple Career Grand Slam.[284",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Djokovic,PERSON,Player,playedAgainst,Del Potro,PERSON,Player,"At Wimbledon, Djokovic defeated Del Potro in a historic semifinal lasting 4 hours and 44 minutes,[149] but lost the final to Murray in straight sets.",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Djokovic,PERSON,Player,playedAgainst,Del Potro,PERSON,Player,"- ""Djokovic beats Del Potro in Rome"".",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Djokovic,PERSON,Player,playedAgainst,Federer,PERSON,Player,"At the US Open, Djokovic saved two match points at 4-5 in the fifth set before beating Federer in the semi-finals,[117] but lost to Nadal in the final in four sets.[118]",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Djokovic,PERSON,Player,playedAgainst,Federer,PERSON,Player,"Djokovic is the player with the most victories over Federer and the only player to beat Federer multiple times at his most successful major tournaments: four times at the Australian Open, three times at the US Open, three times at the Year-end Championship, and most notably, three times in the final of Wimbledon Championships. Their",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Djokovic,PERSON,Player,playedAgainst,Federer,PERSON,Player,"- ""How Djokovic beat Federer in one of the greatest ever Wimbledon finals"".",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Djokovic,PERSON,Player,playedAgainst,Fernando González,PERSON,Player,"At the French Open, Djokovic, then world No. 63, defeated ninth seed Fernando González en route to his first Grand Slam quarterfinal,[52] where, due to issues with his back, he retired against Rafael Nadal after two sets in their first career meeting, launching their historic rivalry.[53]",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Djokovic,PERSON,Player,playedAgainst,Ferrer,PERSON,Player,"""Djokovic beats Ferrer to win Dubai Championships"".",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Djokovic,PERSON,Player,playedAgainst,Ferrer,PERSON,Player,"- ""Djokovic Beats Ferrer to Win Paris Masters Title"".",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Djokovic,PERSON,Player,playedAgainst,Gaël Monfils,PERSON,Player,"Djokovic's Grand Slam debut came at the 2005 Australian Open, followed by his first Slam win at the French Open.[10]: 89–91 That year, he also reached the third round at both Wimbledon[10]: 91 and the US Open, where he beat Gaël Monfils and Mario Ančić.[46]",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Djokovic,PERSON,Player,playedAgainst,Haas,PERSON,Player,"Djokovic reached the final of the Gerry Weber Open on grass but lost to Tommy Haas, and then suffered another defeat to Haas in the quarterfinals of Wimbledon.[101][102]",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Djokovic,PERSON,Player,playedAgainst,Holger Rune,PERSON,Player,"Djokovic then reached the Rolex Paris Masters final as the defending champion, but lost to Holger Rune, which was the first time he lost a Masters final after winning the first set.[279]",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Djokovic,PERSON,Player,playedAgainst,Hubert Hurkacz,PERSON,Player,"Djokovic took a last minute entry to the 2025 Geneva Open, where he defeated Hubert Hurkacz in the final to claim the 100th ATP singles title of his career, becoming the first ever tennis player to win at least one ATP singles title in twenty consecutive seasons, and the 3rd tennis player in the Open Era to have won 100 or more career titles (after Jimmy Connors and Federer).[313]",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
